,File,Peaks
216,HUC8KT,"[189, 397, 397, 605, 605, 812, 812, 1020, 1020, 1228, 1228, 1428, 1625, 1625, 1832, 1832, 2037, 2245, 2445, 2445, 2640, 2640, 2845, 3057, 3057, 3262, 3462, 3462, 3665, 3873, 4078, 4078, 4278, 4474, 4670, 4670, 4865, 5062, 5250, 5446, 5638, 5827, 6015, 6202, 6390, 6574, 6762, 6943, 7126, 7307, 7307, 7486, 7659, 7831, 8007, 8183, 8358, 8358, 8531, 8706, 8882, 9058, 9234, 9415, 9602, 9602, 9786, 9974, 10158, 10346, 10530, 10715, 10899, 11083, 11266, 11443, 11618, 11798, 11798]"
217,Y5D3CL,"[109, 285, 461, 638, 817, 993, 1170, 1170, 1345, 1521, 1689, 1860, 2033, 2205, 2381, 2381, 2557, 2557, 2733, 2916, 2916, 3104, 3289, 3289, 3477, 3477, 3665, 3665, 3848, 4028, 4205, 4385, 4565, 4748, 4932, 5113, 5293, 5472, 5649, 5825, 6004, 6180, 6361, 6544, 6725, 6904, 7085, 7261, 7441, 7441, 7621, 7800, 7977, 8153, 8325, 8493, 8666, 8837, 8837, 8998, 8998, 9161, 9318, 9477, 9641, 9805, 9977, 10149, 10325, 10502, 10502, 10685, 10865, 11049, 11049, 11229, 11229, 11408, 11585, 11761, 11761]"
218,TQP0C9,"[65, 233, 405, 577, 749, 921, 1093, 1262, 1433, 1601, 1770, 1945, 2122, 2305, 2305, 2486, 2670, 2850, 3030, 3209, 3386, 3562, 3742, 3922, 4102, 4282, 4466, 4650, 4834, 5014, 5195, 5195, 5379, 5562, 5742, 5922, 5922, 6098, 6275, 6451, 6630, 6807, 6807, 6983, 6983, 7159, 7159, 7335, 7510, 7679, 7847, 7847, 8011, 8175, 8175, 8343, 8511, 8683, 8855, 9031, 9204, 9379, 9551, 9723, 9895, 10067, 10236, 10408, 10572, 10739, 10900, 11064, 11228, 11392, 11560, 11732]"
219,UDYKBO,"[204, 204, 389, 389, 574, 574, 759, 946, 946, 1135, 1135, 1328, 1521, 1713, 1713, 1903, 2092, 2092, 2282, 2282, 2469, 2655, 2655, 2840, 2840, 3025, 3210, 3210, 3394, 3394, 3575, 3575, 3759, 3759, 3942, 3942, 4126, 4126, 4310, 4497, 4497, 4683, 4867, 4867, 5048, 5227, 5403, 5403, 5580, 5758, 5935, 5935, 6113, 6113, 6293, 6293, 6471, 6654, 6841, 6841, 7027, 7027, 7212, 7212, 7395, 7395, 7572, 7746, 7921, 7921, 8094, 8263, 8432, 8605, 8605, 8782, 8782, 8961, 8961, 9143, 9143, 9324, 9506, 9506, 9687, 9687, 9868, 9868, 10051, 10234, 10234, 10416, 10597, 10597, 10776, 10956, 11133, 11309, 11309, 11483, 11654, 11654]"
220,7YGOES,"[163, 344, 344, 524, 524, 705, 705, 886, 1070, 1259, 1259, 1449, 1449, 1640, 1831, 2024, 2024, 2219, 2416, 2610, 2805, 2999, 3190, 3190, 3387, 3387, 3580, 3580, 3770, 3957, 4143, 4143, 4330, 4330, 4519, 4519, 4708, 4708, 4894, 4894, 5083, 5233, 5275, 5466, 5656, 5847, 5847, 6033, 6217, 6401, 6586, 6586, 6776, 6963, 7148, 7333, 7518, 7518, 7702, 7702, 7885, 7885, 8068, 8252, 8435, 8618, 8798, 8978, 9159, 9338, 9516, 9692, 9692, 9870, 10054, 10238, 10238, 10425, 10425, 10609, 10609, 10792, 10792, 10970, 10970, 11150, 11150, 11327, 11327, 11501, 11501, 11673, 11673]"
221,7RXJAB,"[222, 222, 404, 404, 587, 587, 771, 771, 958, 1145, 1145, 1329, 1329, 1513, 1513, 1698, 1882, 1882, 2065, 2248, 2431, 2431, 2613, 2613, 2795, 2977, 2977, 3158, 3340, 3340, 3521, 3521, 3701, 3881, 3881, 4058, 4236, 4236, 4412, 4412, 4588, 4588, 4765, 4765, 4943, 4943, 5121, 5121, 5300, 5478, 5478, 5657, 5834, 6012, 6190, 6190, 6369, 6552, 6552, 6733, 6914, 7094, 7272, 7452, 7452, 7635, 7635, 7815, 7992, 7992, 8170, 8170, 8343, 8515, 8515, 8683, 8851, 8851, 9024, 9199, 9374, 9551, 9730, 9730, 9908, 9908, 10084, 10260, 10436, 10436, 10607, 10778, 10778, 10950, 11118, 11284, 11284, 11451, 11619, 11791]"
222,TEKQNP,"[298, 466, 633, 798, 969, 1142, 1317, 1494, 1674, 1853, 2033, 2213, 2385, 2554, 2726, 2902, 3082, 3262, 3445, 3626, 3806, 3994, 4178, 4362, 4546, 4726, 4906, 5090, 5263, 5438, 5610, 5786, 5959, 6139, 6323, 6511, 6699, 6699, 6887, 7071, 7071, 7255, 7440, 7628, 7816, 8000, 8184, 8184, 8368, 8368, 8549, 8724, 8724, 8892, 9060, 9232, 9412, 9597, 9785, 9785, 9977, 10169, 10361, 10361, 10542, 10722, 10722, 10897, 10897, 11074, 11254, 11434, 11434, 11618, 11802]"
223,BISOUZ,"[422, 606, 794, 986, 986, 1178, 1178, 1366, 1554, 1750, 1946, 2134, 2326, 2518, 2710, 2898, 2898, 3086, 3278, 3470, 3657, 3842, 4030, 4218, 4409, 4409, 4598, 4790, 4986, 5173, 5365, 5554, 5737, 5925, 6113, 6293, 6473, 6657, 6657, 6845, 7029, 7029, 7213, 7213, 7401, 7589, 7773, 7773, 7957, 8137, 8317, 8493, 8673, 8849, 8849, 9025, 9201, 9381, 9561, 9561, 9737, 9917, 10093, 10093, 10265, 10444, 10621, 10621, 10797, 10973, 10973, 11153, 11332, 11509, 11689, 11689]"
224,06FUCH,"[289, 473, 653, 837, 1017, 1201, 1384, 1573, 1761, 1952, 2140, 2325, 2509, 2689, 2869, 3052, 3236, 3236, 3420, 3605, 3788, 3968, 4152, 4336, 4520, 4520, 4704, 4888, 5072, 5256, 5440, 5624, 5808, 5992, 5992, 6172, 6352, 6532, 6712, 6892, 7064, 7064, 7232, 7403, 7572, 7740, 7911, 8084, 8260, 8440, 8627, 8815, 8995, 8995, 9175, 9351, 9523, 9523, 9695, 9871, 10047, 10223, 10395, 10571, 10571, 10743, 10915, 11091, 11267, 11267, 11443, 11443, 11619, 11619, 11799]"
225,ANX3KY,"[168, 328, 487, 487, 644, 644, 800, 960, 1123, 1123, 1284, 1443, 1611, 1779, 1944, 2112, 2280, 2444, 2608, 2771, 2771, 2932, 3096, 3256, 3416, 3580, 3740, 3904, 3904, 4068, 4228, 4387, 4547, 4703, 4703, 4856, 5011, 5171, 5328, 5484, 5643, 5643, 5804, 5804, 5964, 6120, 6120, 6275, 6275, 6428, 6579, 6731, 6890, 6987, 7039, 7039, 7143, 7143, 7339, 7467, 7639, 7783, 7927, 7927, 8074, 8222, 8355, 8510, 8650, 8787, 8934, 9098, 9098, 9282, 9410, 9566, 9726, 9882, 9882, 10038, 10190, 10341, 10489, 10662, 10774, 10918, 11058, 11201, 11342, 11490, 11490, 11638]"
226,RJB6ZY,"[55, 203, 351, 351, 503, 667, 827, 827, 1003, 1175, 1175, 1354, 1703, 1703, 1871, 2031, 2179, 2343, 2343, 2499, 2651, 2651, 2796, 2936, 3076, 3215, 3351, 3488, 3623, 3771, 3928, 4087, 4240, 4396, 4396, 4552, 4708, 4864, 5019, 5176, 5331, 5479, 5624, 5768, 5919, 6076, 6076, 6240, 6404, 6564, 6724, 6887, 7044, 7207, 7364, 7520, 7676, 7676, 7824, 7975, 7975, 8128, 8280, 8432, 8580, 8732, 8732, 8880, 9024, 9024, 9204, 9308, 9491, 9648, 9804, 9952, 10104, 10256, 10256, 10408, 10408, 10552, 10696, 10840, 10840, 10992, 11143, 11143, 11296, 11448, 11593, 11733]"
227,NJ1SZA,"[146, 309, 466, 622, 778, 945, 1113, 1282, 1461, 1642, 1642, 1818, 1989, 2141, 2293, 2445, 2597, 2597, 2745, 2889, 3029, 3173, 3322, 3477, 3630, 3782, 3934, 4085, 4238, 4393, 4549, 4706, 4865, 4865, 5025, 5189, 5189, 5353, 5353, 5469, 5469, 5693, 5852, 6008, 6161, 6317, 6469, 6469, 6629, 6805, 6981, 6981, 7173, 7337, 7505, 7665, 7822, 7981, 8141, 8298, 8461, 8625, 8785, 8941, 9098, 9258, 9418, 9579, 9746, 9910, 10071, 10234, 10395, 10558, 10719, 10880, 11043, 11211, 11383, 11552, 11719]"
228,7LN6BL,"[182, 342, 494, 642, 785, 902, 1058, 1198, 1342, 1494, 1670, 1670, 1834, 1834, 2003, 2159, 2307, 2459, 2459, 2619, 2731, 2731, 2943, 3106, 3106, 3263, 3415, 3567, 3723, 3883, 4047, 4212, 4388, 4388, 4567, 4567, 4743, 4907, 5072, 5243, 5415, 5592, 5592, 5756, 5756, 5920, 6084, 6084, 6260, 6400, 6400, 6556, 6712, 6868, 7024, 7184, 7344, 7504, 7504, 7664, 7824, 7984, 8141, 8141, 8297, 8297, 8452, 8605, 8756, 8909, 8909, 9068, 9224, 9380, 9380, 9533, 9693, 9852, 10016, 10016, 10185, 10352, 10352, 10513, 10677, 10840, 10993, 11148, 11305, 11468, 11628]"
229,3BH07N,"[915, 915, 1053, 1053, 1195, 1336, 1482, 1623, 1767, 1767, 1904, 2043, 2176, 2312, 2444, 2444, 2584, 2584, 2737, 2895, 3064, 3064, 3232, 3400, 3400, 3572, 3743, 3908, 4071, 4071, 4235, 4401, 4401, 4563, 4563, 4727, 4727, 4896, 4896, 5064, 5064, 5229, 5229, 5393, 5559, 5559, 5727, 5895, 5895, 6059, 6059, 6219, 6377, 6377, 6537, 6537, 6697, 6697, 6857, 6857, 7020, 7020, 7179, 7179, 7330, 7330, 7484, 7649, 7649, 7816, 7983, 7983, 8143, 8307, 8307, 8469, 8469, 8627, 8784, 8949, 9119, 9291, 9291, 9464, 9645, 9828, 10004, 10004, 10176, 10347, 10514, 10514, 10680, 10680, 10849, 10849, 11019, 11019, 11185, 11352, 11523, 11696]"
230,5LT2O9,"[348, 520, 520, 689, 853, 1012, 1172, 1333, 1489, 1636, 1779, 1931, 1931, 2093, 2258, 2429, 2429, 2604, 2777, 2777, 2777, 2945, 2945, 3109, 3316, 3435, 3725, 3725, 3932, 3932, 4101, 4101, 4267, 4433, 4601, 4764, 4916, 5064, 5064, 5201, 5341, 5341, 5484, 5636, 5636, 5785, 5946, 5946, 6101, 6101, 6267, 6267, 6430, 6591, 6753, 6753, 6914, 6914, 7076, 7237, 7237, 7404, 7566, 7728, 7728, 7902, 7902, 8073, 8245, 8245, 8416, 8586, 8754, 8916, 8916, 9078, 9246, 9246, 9416, 9585, 9757, 9923, 9923, 10094, 10261, 10422, 10585, 10585, 10743, 10743, 10907, 11071, 11238, 11238, 11398, 11563, 11726, 11726, 11726]"
231,BFNBG8,"[375, 532, 688, 847, 847, 1005, 1165, 1324, 1483, 1641, 1803, 1965, 1965, 2129, 2129, 2292, 2292, 2457, 2623, 2784, 2784, 2952, 2952, 3072, 3072, 3228, 3228, 3467, 3467, 3636, 3636, 3808, 3979, 4145, 4307, 4307, 4473, 4639, 4639, 4808, 4977, 4977, 5145, 5145, 5314, 5483, 5483, 5646, 5805, 5805, 5967, 5967, 6131, 6294, 6456, 6616, 6776, 6776, 6934, 6934, 7094, 7255, 7419, 7584, 7747, 7907, 8071, 8232, 8232, 8391, 8550, 8707, 8866, 9030, 9030, 9191, 9191, 9350, 9510, 9510, 9667, 9667, 9827, 9982, 10138, 10297, 10460, 10620, 10776, 10776, 10938, 11103, 11103, 11265, 11425, 11581, 11736]"
232,SH5Q2P,"[255, 255, 411, 566, 720, 720, 875, 1027, 1178, 1178, 1332, 1332, 1489, 1648, 1648, 1808, 1973, 2136, 2299, 2464, 2464, 2629, 2787, 2945, 2945, 3253, 3402, 3402, 3554, 3706, 4015, 4175, 4338, 4338, 4575, 4575, 4575, 4815, 4975, 5131, 5131, 5291, 5450, 5613]"
233,XNGXBV,"[202, 202, 371, 371, 540, 711, 711, 884, 1058, 1223, 1223, 1387, 1553, 1722, 1722, 1892, 2058, 2058, 2219, 2377, 2529, 2676, 2820, 2963, 3111, 3265, 3429, 3593, 3752, 3903, 3903, 4057, 4215, 4380, 4380, 4548, 4548, 4716, 4884, 5046, 5046, 5208, 5367, 5526, 5681, 5836, 5990, 5990, 6144, 6299, 6455, 6612, 6612, 6764, 6910, 7053, 7188, 7320, 7449, 7587, 7726, 7875, 8033, 8193, 8193, 8348, 8492, 8492, 8639, 8804, 8972, 9137, 9137, 9306, 9478, 9478, 9645, 9645, 9806, 9969, 10128, 10128, 10287, 10448, 10611, 10777, 10940, 11101, 11101, 11269, 11441, 11441, 11613, 11789]"
234,TSOGSU,"[223, 396, 570, 570, 736, 736, 895, 895, 1048, 1048, 1199, 1347, 1347, 1488, 1635, 1635, 1782, 1939, 1939, 2100, 2100, 2265, 2428, 2428, 2428, 2579, 2731, 2879, 3032, 3182, 3335, 3486, 3486, 3635, 3789, 3949, 4116, 4285, 4285, 4445, 4605, 4764, 4932, 5104, 5104, 5274, 5441, 5609, 5776, 5776, 5942, 5942, 6107, 6261, 6410, 6552, 6696, 6834, 6974, 7128, 7128, 7294, 7468, 7468, 7641, 7641, 7812, 7978, 8149, 8324, 8324, 8500, 8668, 8837, 9008, 9173, 9340, 9505, 9670, 9670, 9830, 10000, 10000, 10199, 10289, 10393, 10586, 10773, 10773, 10953, 10953, 11130, 11306, 11306, 11482, 11657, 11657]"
235,E7HNWS,"[148, 295, 446, 604, 604, 760, 760, 923, 1091, 1091, 1262, 1262, 1430, 1430, 1599, 1768, 1939, 2107, 2271, 2435, 2603, 2603, 2768, 2935, 3106, 3278, 3278, 3448, 3448, 3623, 3623, 3798, 3798, 3960, 4124, 4124, 4285, 4451, 4451, 4615, 4772, 4931, 4931, 5089, 5255, 5421, 5589, 5589, 5761, 5939, 6117, 6117, 6297, 6297, 6477, 6655, 6655, 6829, 7001, 7001, 7172, 7341, 7508, 7664, 7815, 7963, 8113, 8269, 8430, 8590, 8757, 8933, 9111, 9111, 9285, 9285, 9460, 9460, 9632, 9803, 9964, 9964, 10125, 10289, 10458, 10631, 10800, 10965, 11130, 11300, 11468, 11638, 11814, 11814]"
236,1CKMM8,"[93, 257, 415, 569, 726, 882, 882, 1049, 1222, 1402, 1402, 1577, 1746, 1922, 2086, 2253, 2414, 2414, 2565, 2713, 2858, 3006, 3158, 3318, 3318, 3479, 3650, 3832, 3832, 4020, 4020, 4209, 4209, 4393, 4393, 4569, 4746, 4924, 4924, 5097, 5262, 5262, 5429, 5429, 5597, 5765, 5930, 6084, 6234, 6377, 6515, 6659, 6800, 6941, 7098, 7098, 7261, 7261, 7427, 7427, 7590, 7757, 7757, 7922, 7922, 8085, 8241, 8391, 8391, 8534, 8678, 8830, 9014, 9210, 9403, 9597, 9789, 9789, 9982, 9982, 10169, 10345, 10345, 10513, 10683, 10683, 10859, 11033, 11210, 11210, 11390, 11569, 11569, 11746]"
237,UQM1SH,"[186, 358, 358, 528, 528, 701, 701, 874, 874, 1048, 1218, 1386, 1559, 1730, 1897, 2057, 2222, 2394, 2566, 2566, 2739, 2906, 3072, 3072, 3240, 3409, 3409, 3582, 3582, 3756, 3756, 3931, 3931, 4104, 4280, 4280, 4463, 4648, 4648, 4833, 5010, 5010, 5184, 5352, 5521, 5521, 5695, 5695, 5866, 6029, 6029, 6190, 6190, 6343, 6493, 6493, 6651, 6651, 6816, 6816, 6986, 6986, 7157, 7328, 7328, 7504, 7504, 7683, 7864, 8044, 8225, 8404, 8404, 8575, 8744, 8744, 8919, 8919, 9098, 9278, 9278, 9460, 9642, 9642, 9826, 9826, 10011, 10196, 10379, 10557, 10733, 10910, 10910, 11086, 11260, 11260, 11436, 11436, 11610, 11610, 11785]"
238,P2YGK5,"[78, 251, 421, 592, 762, 930, 1098, 1098, 1268, 1437, 1437, 1609, 1783, 1783, 1959, 1959, 2141, 2141, 2317, 2489, 2661, 2835, 2835, 3010, 3180, 3180, 3351, 3527, 3527, 3693, 3859, 3859, 4028, 4193, 4355, 4511, 4667, 4667, 4826, 4826, 4994, 5167, 5167, 5341, 5519, 5702, 5878, 5878, 6052, 6052, 6233, 6419, 6604, 6786, 6786, 6969, 6969, 7148, 7148, 7327, 7327, 7506, 7506, 7684, 7684, 7856, 7856, 8026, 8026, 8196, 8196, 8363, 8363, 8530, 8530, 8697, 8856, 9020, 9020, 9177, 9177, 9356, 9522, 9522, 9687, 9851, 10078, 10185, 10355, 10521, 10690, 10690, 10863, 11038, 11038, 11212, 11212, 11385, 11385, 11555, 11716, 11716]"
239,8JAP40,"[414, 538, 671, 806, 939, 1066, 1190, 1314, 1442, 1566, 1687, 1811, 1933, 2061, 2185, 2305, 2426, 2547, 2669, 2790, 2911, 3035, 3153, 3273, 3394, 3513, 3637, 3762, 3891, 4013, 4135, 4253, 4370, 4486, 4602, 4720, 4852, 4998, 5141, 5286, 5427, 5560, 5684, 5802, 5921, 6041, 6165, 6292, 6414, 6536, 6666, 6808, 6961, 7104, 7235, 7359, 7480, 7600, 7719, 7836, 7953, 8075, 8200, 8323, 8451, 8587, 8715, 8839, 8962, 9084, 9212, 9339, 9466, 9590, 9710, 9831, 9958, 10087, 10224, 10356, 10490, 10619, 10749, 10878, 11001, 11126, 11256, 11397, 11531, 11678]"
240,TU5LPB,"[218, 218, 362, 504, 641, 775, 906, 1037, 1163, 1287, 1413, 1537, 1661, 1782, 1911, 2038, 2170, 2298, 2430, 2561, 2690, 2826, 2963, 3094, 3225, 3357, 3483, 3607, 3738, 3868, 3998, 4137, 4281, 4415, 4549, 4677, 4805, 4934, 5058, 5186, 5325, 5469, 5633, 5782, 5939, 6090, 6090, 6233, 6366, 6492, 6621, 6757, 6898, 7041, 7181, 7318, 7457, 7590, 7718, 7841, 7965, 8088, 8209, 8332, 8453, 8570, 8686, 8802, 8918, 9034, 9148, 9260, 9371, 9484, 9597, 9716, 9836, 9960, 10081, 10202, 10324, 10447, 10576, 10705, 10834, 10963, 11090, 11211, 11333, 11453, 11574, 11702, 11834]"
241,BT6GPE,"[240, 366, 494, 620, 744, 869, 992, 1114, 1244, 1370, 1498, 1629, 1762, 1898, 2034, 2166, 2298, 2428, 2562, 2686, 2814, 2944, 3074, 3198, 3320, 3449, 3584, 3720, 3876, 4018, 4156, 4289, 4419, 4537, 4661, 4788, 4912, 5029, 5148, 5268, 5389, 5543, 5681, 5821, 5958, 6090, 6221, 6349, 6472, 6600, 6731, 6861, 6989, 7122, 7270, 7411, 7555, 7714, 7861, 8002, 8141, 8277, 8403, 8527, 8657, 8793, 8934, 9078, 9214, 9346, 9470, 9589, 9706, 9822, 9938, 10055, 10175, 10297, 10419, 10538, 10657, 10780, 10902, 11028, 11151, 11275, 11399, 11525, 11647, 11764]"
242,G846H8,"[1011, 1154, 1262, 1378, 1496, 1623, 1759, 1903, 2050, 2186, 2316, 2446, 2575, 2703, 2834, 2962, 3091, 3220, 3344, 3471, 3606, 3739, 3878, 4020, 4163, 4296, 4422, 4542, 4656, 4779, 4909, 5038, 5166, 5299, 5427, 5551, 5670, 5787, 5910, 6034, 6166, 6302, 6558, 6680, 6801, 6926, 7046, 7171, 7295, 7418, 7535, 7655, 7775, 7899, 8024, 8150, 8269, 8390, 8511, 8637, 8761, 8883, 9010, 9137, 9273, 9405, 9533, 9665, 9793, 9918, 10043, 10166, 10285, 10406, 10525, 10641, 10757, 10878, 11002, 11131, 11261, 11389, 11514, 11639, 11762]"
243,T00MIF,"[254, 386, 519, 643, 766, 891, 1018, 1149, 1283, 1415, 1545, 1665, 1785, 1902, 2021, 2145, 2269, 2397, 2531, 2669, 2806, 2947, 3073, 3221, 3354, 3482, 3609, 3733, 3857, 3978, 4098, 4174, 4345, 4471, 4598, 4726, 4854, 4979, 5105, 5226, 5345, 5463, 5583, 5709, 5835, 5966, 6090, 6214, 6331, 6446, 6558, 6675, 6795, 6914, 7038, 7158, 7277, 7402, 7527, 7652, 7775, 7897, 8015, 8132, 8247, 8364, 8483, 8611, 8736, 8870, 8998, 9128, 9258, 9362, 9507, 9629, 9756, 9884, 10014, 10147, 10274, 10400, 10530, 10664, 10795, 10923, 11047, 11172, 11295, 11416, 11538, 11660, 11783]"
244,PWYSPQ,"[120, 257, 408, 549, 690, 832, 968, 1100, 1228, 1353, 1474, 1596, 1722, 1857, 2006, 2148, 2286, 2421, 2553, 2681, 2808, 2929, 3049, 3170, 3292, 3412, 3537, 3665, 3793, 3918, 4045, 4172, 4298, 4421, 4544, 4669, 4794, 4925, 5062, 5210, 5356, 5493, 5629, 5762, 5892, 6021, 6149, 6277, 6402, 6526, 6647, 6769, 6895, 7022, 7154, 7286, 7417, 7546, 7684, 7821, 7953, 8334, 8456, 8574, 8690, 8809, 8928, 9052, 9181, 9309, 9437, 9568, 9696, 9825, 9950, 10080, 10209, 10336, 10461, 10588, 10720, 10857, 11009, 11156, 11306, 11446, 11584, 11724]"
245,PGXGID,"[81, 221, 356, 492, 622, 756, 898, 1037, 1173, 1304, 1434, 1568, 1694, 1821, 1945, 2077, 2209, 2336, 2460, 2584, 2715, 2853, 2986, 3122, 3254, 3388, 3516, 3641, 3772, 3905, 4044, 4180, 4312, 4449, 4585, 4724, 4865, 5008, 5148, 5296, 5452, 5601, 5601, 5750, 5900, 6041, 6182, 6330, 6472, 6610, 6748, 6894, 7050, 7194, 7343, 7497, 7648, 7791, 7933, 8077, 8218, 8361, 8502, 8640, 8780, 8921, 9061, 9193, 9327, 9469, 9613, 9748, 9880, 10009, 10137, 10269, 10401, 10532, 10658, 10777, 10894, 11009, 11126, 11251, 11388, 11534, 11681]"
246,CYRHUH,"[310, 484, 484, 657, 657, 830, 998, 1162, 1328, 1328, 1498, 1672, 1850, 1850, 2025, 2025, 2199, 2199, 2375, 2554, 2727, 2893, 2893, 3058, 3224, 3385, 3546, 3703, 3867, 4039, 4039, 4219, 4402, 4586, 4769, 4951, 4951, 5127, 5304, 5304, 5476, 5476, 5652, 5835, 5835, 6023, 6211, 6211, 6399, 6399, 6591, 6591, 6779, 6966, 6966, 7150, 7150, 7332, 7332, 7519, 7519, 7707, 7895, 7895, 8088, 8088, 8088, 8276, 8456, 8456, 8456, 8639, 8639, 8822, 8822, 8972, 8972, 9173, 9173, 9345, 9345, 9508, 9666, 9826, 10005, 10005, 10198, 10386, 10386, 10568, 10568, 10743, 10743, 10923, 10923, 11108, 11108, 11288, 11288, 11468, 11468, 11655, 11655]"
247,E915QJ,"[356, 545, 545, 734, 734, 926, 1115, 1115, 1298, 1298, 1479, 1659, 1659, 1837, 2016, 2016, 2202, 2202, 2388, 2572, 2759, 2759, 2945, 2945, 3134, 3326, 3513, 3702, 3702, 3894, 3894, 4077, 4077, 4257, 4439, 4439, 4623, 4806, 4806, 4989, 5172, 5355, 5355, 5544, 5544, 5729, 5729, 5914, 5914, 6098, 6098, 6280, 6464, 6464, 6650, 6650, 6835, 7014, 7189, 7189, 7368, 7548, 7723, 7723, 7899, 8078, 8078, 8255, 8430, 8430, 8609, 8782, 8782, 8947, 8947, 9109, 9265, 9421, 9421, 9584, 9584, 9750, 9922, 10110, 10281, 10453, 10453, 10629, 10629, 10800, 10973, 10973, 11145, 11323, 11323, 11497, 11497, 11666, 11666]"
248,B777XT,"[1317, 1498, 1680, 1868, 1868, 2060, 2060, 2250, 2250, 2437, 2437, 2580, 2805, 2941, 3144, 3144, 3370, 3370, 3562, 3562, 3757, 3757, 3941, 3941, 4127, 4315, 4498, 4686, 4686, 4876, 5063, 5063, 5252, 5439, 5619, 5790, 5790, 5960, 5960, 6131, 6303, 6479, 6661, 6847, 6847, 7032, 7032, 7217, 7403, 7403, 7584, 7745, 8023, 8023, 8023, 8274, 8447, 8447, 8447, 9105, 9260, 9412, 9568, 9568, 9732, 9906, 10090, 10274, 10274, 10461, 10461, 10648, 10648, 10833, 11017, 11017, 11205, 11397, 11397, 11582, 11582, 11774]"
249,MALG9Z,"[350, 795, 795, 942, 1090, 1238, 1386, 1534, 1679, 1827, 1971, 2115, 2259, 2403, 2547, 2695, 2695, 2847, 2999, 3151, 3307, 3307, 3463, 3463, 3619, 3771, 3924, 4076, 4227, 4379, 4379, 4527, 4679, 4827, 4975, 4975, 5123, 5271, 5271, 5419, 5567, 5567, 5716, 5867, 5867, 6011, 6159, 6307, 6307, 6454, 6599, 6747, 6892, 6892, 7035, 7183, 7327, 7471, 7471, 7611, 7755, 7899, 8043, 8187, 8291, 8291, 8479, 8623, 8771, 8915, 9063, 9207, 9355, 9504, 9652, 9803, 9951, 10103, 10103, 10251, 10251, 10403, 10555, 10704, 10855, 10855, 11004, 11156, 11307, 11459, 11611, 11760]"
250,B6IJB4,"[272, 416, 557, 700, 844, 988, 1129, 1272, 1416, 1560, 1703, 1847, 1992, 2136, 2280, 2424, 2567, 2711, 2711, 2855, 2996, 3139, 3139, 3280, 3423, 3567, 3708, 3851, 3992, 4135, 4279, 4423, 4564, 4564, 4708, 4852, 4996, 5143, 5287, 5431, 5575, 5719, 5863, 6004, 6147, 6288, 6431, 6571, 6715, 6855, 6855, 6998, 7139, 7283, 7426, 7567, 7711, 7711, 7854, 7995, 8138, 8283, 8283, 8427, 8574, 8718, 8866, 9022, 9186, 9346, 9346, 9502, 9662, 9814, 9963, 9963, 10110, 10257, 10401, 10542, 10678, 10818, 10954, 11094, 11234, 11378, 11522, 11665]"
251,4NPAFG,"[403, 550, 695, 842, 986, 1134, 1278, 1426, 1574, 1722, 1870, 2014, 2162, 2310, 2454, 2602, 2746, 2890, 3034, 3178, 3322, 3466, 3606, 3746, 3890, 4030, 4174, 4174, 4314, 4458, 4606, 4750, 4894, 4894, 5042, 5186, 5330, 5474, 5618, 5762, 5762, 5906, 6046, 6190, 6330, 6470, 6610, 6750, 6890, 7034, 7174, 7317, 7461, 7605, 7750, 7897, 8041, 8185, 8326, 8466, 8466, 8605, 8741, 8741, 8874, 9010, 9145, 9425, 9570, 9722, 9877, 10029, 10182, 10334, 10490, 10642, 10790, 10941, 11090, 11238, 11382, 11382, 11530, 11674]"
252,I2Q59V,"[346, 490, 634, 775, 918, 1059, 1206, 1354, 1503, 1655, 1807, 1963, 2115, 2267, 2267, 2419, 2575, 2727, 2883, 3035, 3187, 3187, 3339, 3487, 3635, 3783, 3783, 3928, 4075, 4219, 4367, 4511, 4659, 4804, 4804, 4951, 5099, 5099, 5244, 5391, 5536, 5536, 5680, 5827, 5972, 5972, 6120, 6267, 6412, 6560, 6708, 6855, 7003, 7148, 7148, 7296, 7296, 7444, 7592, 7740, 7888, 8036, 8184, 8332, 8477, 8625, 8625, 8773, 8924, 9072, 9220, 9368, 9513, 9660, 9805, 9949, 9949, 10096, 10241, 10385, 10385, 10529, 10677, 10822, 10969, 11117, 11265, 11417, 11565, 11714]"
253,7U0XDV,"[326, 469, 613, 757, 898, 1041, 1185, 1326, 1469, 1609, 1749, 1893, 2034, 2177, 2321, 2469, 2617, 2765, 2913, 3061, 3205, 3353, 3497, 3645, 3793, 3941, 4088, 4233, 4381, 4528, 4673, 4817, 4965, 5116, 5264, 5413, 5561, 5712, 5861, 6012, 6160, 6309, 6457, 6609, 6765, 6925, 7081, 7081, 7237, 7237, 7396, 7553, 7709, 7861, 8013, 8165, 8313, 8461, 8613, 8765, 8917, 9069, 9221, 9373, 9525, 9677, 9825, 9978, 10129, 10281, 10430, 10581, 10733, 10886, 11041, 11197, 11350, 11505, 11658]"
